1	2072.42424152631970000
2	2102.16433056950840000
3	2083.07177682788420000
4	2107.25398283295180000
5	2078.29667730667140000
6	2091.68843086704240000
7	2108.88239842966410000
8	2072.34283288739330000
9	2098.80343179995090000
10	2086.04789408238870000
11	2076.37553449168670000
12	2105.61503830519680000
13	2089.71612922030910000
14	2067.47838415085110000
15	2090.75084322852310000
16	2093.89353871852430000
17	2101.33451887357800000
18	2072.15575492972360000
19	2104.56422301108840000
20	2071.88264076651830000
