1	2115.23500318009520000
2	2038.98546950442890000
3	2112.76987312507840000
4	2062.49585466148530000
5	2031.11938896618380000
6	2087.31064598196420000
7	2079.44010292963370000
8	2075.96188597402400000
9	1999.49370539209620000
10	2095.69928674798530000
11	2022.96121710367170000
12	1997.45724732380840000
13	2071.32558622814440000
14	2086.94020725117480000
15	2100.76711780732150000
16	2058.16443378683650000
17	2075.81984654311740000
18	2087.65090660503710000
19	2052.98074164862240000
20	2079.47876607586660000
