1	2139.20212832401010000
2	2069.95740084427730000
3	2117.87097055860660000
4	2146.04769273155170000
5	2066.75572328026190000
6	2052.47062075466280000
7	2117.17791011044530000
8	2074.15593201908180000
9	2078.87720758715160000
10	2040.99876515456780000
11	2029.79787187180020000
12	2049.20524391162190000
13	2097.79669906876960000
14	2101.64495553326060000
15	2101.91987875710400000
16	2151.81210669529400000
17	2036.76192861677280000
18	2125.23098756044010000
19	2048.64781031632130000
20	2106.67028050148970000
