1	103.79218013494705000
2	107.66569237243367000
3	105.36134413588164000
4	107.51906330686947000
5	106.86816913726436000
6	111.42270033483209000
7	107.32496013411708000
8	108.01124397828772000
9	107.58679525741577000
10	107.60047359441647000
11	103.27519184653539000
12	103.81462594720996000
13	105.65122441188481000
14	105.48191981383228000
15	104.45277048069779000
16	107.34700675427767000
17	108.74452144615151000
18	108.16495949677639000
19	106.65165633681389000
20	107.26507594114626000
