1	2177.29259506212430000
2	2175.75244768622540000
3	2141.88560910931390000
4	2168.81498166159510000
5	2168.74582382358720000
6	2168.67425903154030000
7	2181.22468048424390000
8	2168.12886914310730000
9	2184.99845197123750000
10	2162.39074968494830000
11	2158.77053196884800000
12	2169.58353347045390000
13	2172.19976135624030000
14	2164.02653901908930000
15	2176.98730403003860000
16	2174.55248702315610000
17	2172.86407506466550000
18	2176.50668701598220000
19	2162.87057125628730000
20	2173.72302383995470000
