1	1779.34762019626210000
2	1841.15746942189430000
3	1806.94299573696780000
4	1812.22666401652650000
5	1801.93490193357120000
6	1802.91869369835010000
7	1790.23452414271150000
8	1832.63763345769940000
9	1814.50659407704210000
10	1791.49267010539320000
11	1793.99076012900150000
12	1812.69269765349580000
13	1790.14315867904860000
14	1785.82413727228280000
15	1790.14968354911780000
16	1800.88702867406940000
17	1781.68618067596300000
18	1786.56214121878930000
19	1798.04925533666530000
20	1817.95816072462750000
