1	2189.67683818617520000
2	2191.84991891316990000
3	2184.12397045982520000
4	2185.86209142300500000
5	2187.52830264846120000
6	2188.83059170976090000
7	2189.86617484053290000
8	2183.06227005013030000
9	2184.94151754698850000
10	2190.02992667249190000
11	2179.28133632116990000
12	2182.78342976951170000
13	2193.96045432657370000
14	2189.66067315985040000
15	2179.70472436799720000
16	2183.78220806535550000
17	2186.00354422598320000
18	2189.55676076149170000
19	2189.57157207902580000
20	2192.80346210804510000
