1	181.60308675473735000
2	181.53335369040093000
3	181.25970002752928000
4	180.32993772515906000
5	183.03191576798207000
6	180.48074118067802000
7	179.84118736493247000
8	177.84270620370847000
9	177.01787494604926000
10	179.69045689220741000
11	179.14068730972889000
12	182.27652526375581000
13	179.38072218983592000
14	184.88869697479433000
15	181.29647419720163000
16	178.84649608435927000
17	177.99316870111579000
18	179.33729018702380000
19	179.01533601253968000
20	180.02305501904928000
