1	327.24840552585960000
2	323.39607375902506000
3	319.28553786598172000
4	319.12782633764112000
5	331.78050570238747000
6	317.32095758839353000
7	317.38275453381630000
8	317.21357034675594000
9	317.36683729195340000
10	329.78538861879895000
11	317.37102661338798000
12	319.91173562024971000
13	317.48280474240471000
14	317.12455554588450000
15	317.36936160315560000
16	332.66484283110663000
17	321.47759609313209000
18	317.40746764534231000
19	343.18846738255144000
20	317.71431593436688000
