1	2186.48208668593130000
2	2187.01467904028140000
3	2190.70835713138150000
4	2185.08973848402410000
5	2187.47010433319430000
6	2181.42015271628410000
7	2189.98399365538990000
8	2187.79570987457190000
9	2185.97184604701990000
10	2190.81615952226910000
11	2187.03132480631760000
12	2189.41500785813650000
13	2187.57448309751270000
14	2189.80169174979800000
15	2187.15962943823890000
16	2188.91810591147490000
17	2185.63771077928550000
18	2188.84513631763280000
19	2179.96911016488370000
20	2191.01291207718670000
