1	2072.83645816006310000
2	2085.19972771010590000
3	2077.13068266194250000
4	2095.82477220028300000
5	2068.09567453511640000
6	2093.57069460484310000
7	2095.80900474225700000
8	2091.21173311503160000
9	2049.25781932059090000
10	2060.79058051861420000
11	2029.91067366531500000
12	2099.32402847249700000
13	2076.71883153566930000
14	2088.56112811817870000
15	2030.64900456052620000
16	2091.80127985579970000
17	2046.37106702289750000
18	2075.34531722733250000
19	2046.96800163775580000
20	2029.33689447862180000
