1	2036.30189642774870000
2	2077.72984236909130000
3	2056.89222048258310000
4	2054.64174806610120000
5	2032.40866387774740000
6	2057.36565347148510000
7	2057.27431286090270000
8	2070.13686924256810000
9	2055.76962894388910000
10	2073.62625968448450000
11	2051.14661384245070000
12	2069.10631435544470000
13	2073.90582742985730000
14	2104.75519899605800000
15	2065.51150386598420000
16	2052.49956940512130000
17	2056.89175962204900000
18	2013.69218981708310000
19	2069.43838887811580000
20	2059.36500574015830000
