1	258.03056880257202000
2	268.09179550759848000
3	265.77916811527388000
4	275.62732948818660000
5	257.89447974218950000
6	267.85292944498741000
7	257.27193639383484000
8	264.10674042805664000
9	257.65168618967942000
10	259.79054486919983000
11	257.84042060430590000
12	257.38640851994637000
13	257.93512676835843000
14	279.08380253641576000
15	257.81730926152784000
16	284.45033210164104000
17	276.92568543273472000
18	257.93562303289588000
19	258.20838412229068000
20	257.80332573499442000
