1	2194.53648871409450000
2	2188.21869471851010000
3	2195.42215792158410000
4	2192.04502006733490000
5	2192.81452255559860000
6	2193.78645873452300000
7	2195.50043181889850000
8	2174.89940381226460000
9	2192.80934415513780000
10	2197.03106354160310000
11	2197.43265906822900000
12	2192.13352515813220000
13	2193.51079440987410000
14	2192.95535495486500000
15	2196.19466158510980000
16	2191.23301467374400000
17	2191.49922563420160000
18	2192.89353800850270000
19	2185.97394863664570000
20	2197.02124091945640000
