1	321.70006591124178000
2	353.80099179571238000
3	351.21231296596653000
4	329.97957508298725000
5	333.92394172800351000
6	318.68901729741413000
7	351.82864100337042000
8	333.72739583693590000
9	324.70067910110305000
10	353.52035122219621000
11	342.97868161452698000
12	317.35120368205685000
13	353.20435407356501000
14	353.38527751626663000
15	347.01662904155501000
16	353.89492191829549000
17	336.61914376808159000
18	317.35038636721896000
19	342.05383009208487000
20	331.75205506915279000
