1	2171.34277117232610000
2	2175.06399611673170000
3	2160.64377637748880000
4	2162.68837125425350000
5	2162.47009154245420000
6	2160.78869819249670000
7	2174.00719657966150000
8	2170.38169801687260000
9	2173.90594910221900000
10	2174.15710450857300000
11	2138.40040148488830000
12	2166.61653201087390000
13	2178.16282436897290000
14	2165.06341909986390000
15	2170.22547728241670000
16	2158.17591554144790000
17	2172.91783377546970000
18	2160.92145981764270000
19	2180.37941604266780000
20	2171.62677682689580000
