1	142.70374193325867000
2	135.68502727351881000
3	136.13256116203695000
4	147.13893343216139000
5	149.05660313284227000
6	145.17961588130635000
7	152.65018737877915000
8	144.69997212567893000
9	153.33678406910292000
10	138.24866087361173000
11	144.22794334911876000
12	148.75076127561400000
13	140.41502388382929000
14	134.48873540553637000
15	139.85532523201675000
16	142.18428039811337000
17	135.77855318609872000
18	144.76433168373836000
19	148.49583232792017000
20	150.01457339215784000
