1	2158.65432475270930000
2	2137.77773950237720000
3	2156.27058691606820000
4	2165.28547131082590000
5	2158.44996916468930000
6	2158.42685629450760000
7	2167.04256370070790000
8	2152.51933291420800000
9	2159.23729618862580000
10	2152.74418100716320000
11	2165.32709247924870000
12	2151.88701086968150000
13	2142.85229783800100000
14	2142.22425759104270000
15	2158.17143995620020000
16	2162.76331031464220000
17	2158.79785236335870000
18	2163.40683902788990000
19	2162.38581642331560000
20	2153.45933457565570000
