1	160.68804353524476000
2	149.26957204309954000
3	160.02283818860448000
4	153.29118892716929000
5	154.55525117650231000
6	147.49755057209205000
7	161.17810953151431000
8	148.69915206847571000
9	154.18513983504513000
10	150.25147855310755000
11	155.18623731107823000
12	160.60651230872708000
13	169.05899643889924000
14	168.74605394683422000
15	156.36142769967910000
16	150.95082246463230000
17	150.18489464606688000
18	171.89949436523895000
19	160.82077522055002000
20	148.81503948445607000
